y_Медианный доход по району	Широта	Долгота	Медианная стоимость дома в районе	Средний возраст населения	Всего номеров в районе	Население района	Всего домохозяйств в районе	Всего спален в районе
2.1417	34.43	-119.83	205000	31	798	699	301	346
5.0294	34.44	-119.80	280200	27	2674	1176	416	419
4.6957	34.43	-119.80	271500	27	3143	1760	570	537
5.6604	34.43	-119.80	276400	22	2845	1456	454	500
4.1797	34.44	-119.79	271800	25	1479	977	309	314
5.1615	34.43	-119.79	276200	26	3611	2089	540	563
2.7333	37.36	-121.90	182500	38	1141	1028	291	333
2.8971	37.36	-121.89	186100	37	1525	1075	374	363
3.7396	37.36	-121.88	210700	30	2453	1845	530	573
3.0139	37.34	-121.92	204200	35	357	377	99	120
2.8042	37.34	-121.91	240900	35	2189	1193	562	607
2.9853	37.33	-121.91	187500	28	454	366	140	147
4.0500	37.33	-121.90	200000	34	197	152	47	44
1.2887	37.34	-121.88	212500	40	1547	1493	543	625
2.0972	37.33	-121.88	187500	36	1904	3561	632	689
3.2793	37.35	-121.87	174500	37	1566	1223	346	375
2.4306	37.34	-121.87	289100	39	2479	1990	506	541
2.9222	37.35	-121.87	153700	27	3500	3019	955	1036
3.0089	37.34	-121.86	185200	40	2277	1718	434	508
2.3750	37.33	-121.88	175000	41	395	549	184	164
1.4730	37.33	-121.88	213600	35	3300	3120	1075	1154
3.0156	37.33	-121.87	270300	37	3137	2048	651	685
2.8864	37.32	-121.89	172500	34	1014	952	215	246
2.6607	37.32	-121.88	169300	30	1242	1438	325	338
2.7546	37.32	-121.88	172500	40	1331	1276	389	374
3.2317	37.32	-121.89	184800	41	977	865	253	265
2.5804	37.31	-121.91	216300	16	2962	1555	795	898
2.1902	37.33	-121.94	250000	37	818	576	261	269
3.5256	37.32	-121.92	192600	39	836	704	272	254
2.4207	37.32	-121.92	165600	31	1902	1485	494	554
2.3633	37.32	-121.92	198400	28	2089	1666	587	641
4.0474	37.31	-121.94	280500	30	1680	858	310	312
4.7275	37.30	-121.94	293000	26	4348	2347	810	814
2.7153	37.30	-121.93	233300	16	1111	317	199	226
2.8981	37.31	-121.93	229800	26	2182	1638	704	704
5.2769	37.31	-121.92	241100	34	876	424	163	150
3.1107	37.31	-121.92	247900	26	3242	2100	741	780
5.0477	37.30	-121.93	292500	16	2111	1285	499	485
2.6573	37.31	-121.93	252800	29	1377	969	399	430
4.2762	37.30	-121.92	310100	36	2088	772	347	358
3.6250	37.30	-121.91	265000	31	616	185	107	131
3.3682	37.31	-121.89	235200	40	1844	719	305	340
4.5795	37.31	-121.88	262800	28	3085	1277	512	552
2.7042	37.29	-121.89	286600	38	1568	710	339	351
6.6331	37.29	-121.90	283300	36	1389	623	223	225
3.9625	37.29	-121.93	288200	36	2241	989	442	437
3.6294	37.28	-121.94	240000	18	4356	1968	1245	1334
5.1104	37.27	-121.93	278100	30	2862	1387	542	544
3.6620	37.27	-121.94	211900	23	1932	997	482	552
3.9265	37.27	-121.94	236900	39	1030	537	175	191
4.6758	37.26	-121.94	264200	21	3843	1850	705	716
5.5121	37.26	-121.95	264700	34	1482	584	246	255
2.8125	37.26	-121.93	291300	39	1103	446	163	175
4.5208	37.26	-121.92	230700	33	1306	762	237	259
4.9662	37.25	-121.92	258500	36	3874	1826	639	656
4.9205	37.25	-121.91	240500	31	1944	975	334	343
4.5833	37.28	-121.92	308800	27	3028	1284	498	486
4.5625	37.27	-121.92	253500	33	3280	1583	559	569
6.0196	37.27	-121.93	255100	35	1855	985	329	345
4.1033	37.27	-121.93	281000	28	3428	1753	729	753
5.0062	37.27	-121.91	232000	30	4412	2168	772	862
5.6427	37.28	-121.90	320000	26	3756	1408	535	553
5.0714	37.27	-121.90	255600	33	3410	1739	588	583
5.7385	37.25	-121.90	240400	28	2714	1389	490	502
5.4609	37.27	-121.90	263600	28	4538	1996	667	685
6.8088	37.26	-121.90	283300	20	4447	2062	660	661
5.1461	37.26	-121.91	267200	25	4258	2290	743	719
5.4675	37.26	-121.91	261100	32	3776	1790	612	620
3.5625	37.26	-121.91	255200	32	3983	1989	794	876
6.0791	37.25	-121.89	316500	23	2705	1180	442	449
5.5000	37.26	-121.89	231700	26	1864	956	325	331
3.8893	37.26	-121.88	218600	25	3025	1755	661	689
2.8636	37.25	-121.88	240300	24	968	631	250	240
5.2887	37.25	-121.89	264500	21	2080	1040	325	352
4.7069	37.25	-121.89	234800	26	1741	1007	339	323
4.2614	37.29	-121.89	268800	36	2959	1125	520	529
5.3922	37.28	-121.90	302900	34	4613	2050	725	749
4.1554	37.28	-121.88	313100	33	2951	1288	521	529
4.1645	37.28	-121.89	281900	32	4308	2002	695	717
5.8178	37.27	-121.88	267400	27	2019	1020	351	335
5.6895	37.27	-121.88	289000	24	4567	2102	695	688
5.8479	37.26	-121.89	263300	25	3319	1560	502	531
5.2088	37.27	-121.89	240900	28	1481	688	221	256
2.6818	37.32	-121.87	184900	39	1839	1528	456	471
2.7031	37.32	-121.87	175800	36	1471	1182	326	360
2.6386	37.32	-121.88	177600	38	1787	2113	530	508
2.2259	37.31	-121.86	112500	24	1939	1808	625	652
2.3293	37.30	-121.87	215900	28	859	455	211	199
2.6763	37.30	-121.88	191100	16	2692	1674	681	749
2.6000	37.33	-121.85	172800	19	2228	2845	551	559
4.5208	37.33	-121.85	188100	19	735	597	134	158
4.3419	37.32	-121.84	176300	22	3015	2491	530	581
5.3363	37.32	-121.84	212800	16	1866	1835	412	364
2.3715	37.29	-121.87	228000	18	1892	974	553	568
3.9688	37.28	-121.87	249600	21	3305	2459	701	749
4.7750	37.29	-121.84	191900	24	3403	2829	612	656
3.9250	37.28	-121.84	166100	18	2749	1779	561	633
4.5000	37.30	-121.83	235800	17	1299	825	217	211
5.7078	37.28	-121.81	217000	17	2277	1887	422	428
5.0709	37.28	-121.82	176400	33	2873	1946	475	489
3.3833	37.29	-121.83	115200	20	1649	1729	362	408
3.9009	37.28	-121.83	178600	33	1115	1168	261	250
3.1042	37.28	-121.83	183100	19	2644	2317	780	833
4.2361	37.28	-121.82	179500	31	1340	1336	270	235
4.2589	37.29	-121.83	191000	20	2308	2223	456	461
5.0225	37.29	-121.82	222800	16	2085	1705	391	394
2.5652	37.32	-121.83	165300	17	1887	1906	597	664
3.7102	37.31	-121.82	177500	22	2044	1925	429	402
4.1165	37.32	-121.81	164900	26	2528	2677	512	511
4.3782	37.33	-121.82	175800	23	3279	2582	630	647
4.8250	37.32	-121.83	181000	26	1125	943	214	210
5.2088	37.34	-121.80	231400	25	1642	1146	279	297
5.8068	37.34	-121.80	263900	20	2686	1507	405	414
4.9318	37.34	-121.79	262400	20	2018	1196	323	328
5.6345	37.33	-121.79	231000	18	3611	2381	642	614
5.6817	37.32	-121.80	224200	20	2473	2228	501	476
4.8092	37.32	-121.80	217400	23	1829	1277	324	346
6.2742	37.32	-121.79	241300	20	3034	1669	430	451
4.8173	37.30	-121.80	235600	16	906	605	148	149
5.0543	37.31	-121.80	232000	21	2630	1789	389	446
5.1149	37.31	-121.79	235700	22	2199	1270	386	361
6.4664	37.31	-121.78	271500	25	2093	983	338	297
4.9097	37.28	-121.76	241000	17	660	431	123	129
6.6455	37.31	-121.77	302600	16	1649	769	230	228
2.5052	37.30	-121.75	133700	23	1801	548	393	415
4.0929	37.34	-121.84	165000	33	1019	938	215	191
4.1146	37.33	-121.84	160100	28	1535	1937	317	330
3.6765	37.33	-121.84	163600	26	1934	2059	416	408
3.4509	37.35	-121.82	182400	24	2298	2409	569	575
4.4671	37.35	-121.81	172600	28	3477	2990	648	671
4.3750	37.35	-121.81	185500	29	2396	2000	481	452
5.2297	37.35	-121.80	192800	27	2358	1562	383	415
5.1017	37.35	-121.80	240700	17	2529	1756	429	423
4.2500	37.34	-121.84	162900	27	2512	3033	526	526
4.6333	37.33	-121.83	173600	27	3127	3257	604	610
4.0870	37.34	-121.83	182500	26	1848	1952	327	339
3.5625	37.36	-121.87	194500	34	938	769	226	242
2.5551	37.35	-121.86	182100	35	2391	1886	595	605
2.5769	37.34	-121.85	137500	27	1481	1505	391	409
2.2031	37.35	-121.84	164000	22	2914	2962	762	768
2.7562	37.35	-121.85	160100	29	3515	3572	776	807
3.7198	37.36	-121.85	128600	18	1525	1705	448	485
4.4896	37.36	-121.86	156800	31	1602	1179	354	358
3.5625	37.38	-121.84	201800	34	762	611	193	182
5.1082	37.38	-121.84	195800	33	835	781	169	181
3.2222	37.38	-121.83	184800	31	3633	2677	797	843
4.1615	37.37	-121.84	214800	28	1579	1252	353	339
4.0446	37.37	-121.82	196300	40	802	445	143	149
3.1982	37.36	-121.83	171700	29	4045	3036	845	885
4.2312	37.36	-121.83	183800	22	3936	3508	877	860
3.7143	37.35	-121.83	178600	31	2914	3547	645	715
4.4167	37.37	-121.82	215200	41	1558	970	304	281
5.1099	37.37	-121.81	213100	26	2987	1931	518	539
4.0385	37.36	-121.82	167600	33	1624	1412	323	337
3.7188	37.36	-121.82	161500	34	1834	1450	347	377
6.1008	37.39	-121.82	286200	37	4137	1569	578	636
6.0570	37.39	-121.87	246800	16	2655	1862	448	487
4.5187	37.38	-121.87	163500	16	1050	722	228	245
5.5429	37.38	-121.87	269100	16	3275	1863	527	529
6.7867	37.41	-121.87	273700	17	3719	2089	561	588
6.1504	37.40	-121.86	268400	19	4043	2196	708	764
3.7153	37.39	-121.87	229800	16	1334	1103	415	389
5.4225	37.39	-121.86	258100	17	1777	1235	329	328
6.8677	37.40	-121.84	288500	25	1866	840	275	271
3.7622	37.40	-121.90	150000	16	2998	1606	615	603
1.0938	37.37	-121.90	187500	20	78	120	69	72
5.8721	37.40	-121.86	267800	16	2391	1419	373	369
6.5226	37.40	-121.86	258500	21	1386	946	257	260
6.6842	37.41	-121.85	265300	25	1837	1006	271	278
5.5968	37.40	-121.85	243200	23	1793	1145	310	319
5.5073	37.41	-121.86	178900	16	2938	1718	568	589
5.6096	37.41	-121.85	199100	17	2156	1400	393	435
6.1256	37.41	-121.86	266900	16	1603	1080	296	287
7.3861	37.41	-121.86	267000	16	1489	945	263	262
6.5004	37.41	-121.86	263600	16	2411	1671	442	420
3.3884	37.43	-121.88	245800	17	3469	2762	808	896
5.6651	37.43	-121.88	204100	31	2573	1898	475	474
6.2892	37.43	-121.87	254200	22	3805	2118	621	596
5.6683	37.41	-121.87	248700	24	3308	1891	544	548
4.3807	37.41	-121.88	226900	23	3224	2183	655	652
5.6965	37.42	-121.87	261100	25	4430	2685	721	729
5.2722	37.44	-121.88	186900	17	1621	1028	293	299
4.4712	37.44	-121.88	144000	20	1351	1427	394	372
5.3057	37.44	-121.88	226400	26	1471	1089	320	348
5.3994	37.44	-121.88	237900	23	1310	910	261	267
3.8421	37.46	-121.90	220700	29	2385	1788	510	513
5.6062	37.46	-121.91	226800	26	2762	1716	459	496
6.6176	37.45	-121.90	276200	18	4900	2984	758	814
4.1389	37.42	-121.91	174100	19	1684	1224	376	387
5.6344	37.41	-121.90	228700	24	4759	3188	902	921
7.7197	37.42	-121.89	225000	26	40	52	7	8
4.7794	37.44	-121.91	225800	26	1669	951	278	276
5.0362	37.44	-121.91	255100	19	2174	1645	484	484
5.0808	37.44	-121.91	212500	24	1212	799	242	251
4.8304	37.43	-121.91	224900	33	2791	1714	485	496
2.9817	37.44	-122.07	225000	21	4599	2756	943	986
3.3859	37.43	-121.96	158000	18	2514	2205	545	578
4.5179	37.44	-121.97	112500	17	127	219	22	28
3.4896	37.40	-121.99	226700	24	3217	1196	684	689
5.3912	37.40	-121.99	235300	35	1845	1343	317	325
4.8145	37.39	-121.99	230700	25	3495	2484	797	834
4.0655	37.40	-122.02	226800	33	2015	1285	419	484
3.6619	37.40	-122.00	232400	17	4324	1656	885	854
5.9145	37.40	-122.00	236900	35	1542	1164	318	298
5.7962	37.39	-122.00	229800	33	2154	1655	434	405
5.2937	37.41	-121.96	238000	17	3208	2286	602	617
5.8792	37.40	-121.97	255500	17	2937	1662	533	558
4.5062	37.39	-121.96	219300	20	1032	658	238	229
4.7049	37.42	-121.94	112500	16	3936	1910	769	788
3.0357	37.37	-121.95	208300	39	446	317	127	129
3.5625	37.36	-121.95	208600	27	3236	2230	798	832
2.7727	37.36	-121.95	235600	25	3472	2267	944	956
3.1065	37.35	-121.93	234100	36	1823	1589	387	410
4.5750	37.37	-121.98	215400	36	1651	1062	331	344
4.6719	37.36	-121.98	252100	32	1199	814	238	229
5.0942	37.37	-121.98	217500	35	995	615	199	202
4.2422	37.37	-121.99	237500	27	1797	1610	531	538
6.0573	37.36	-121.97	254500	24	4841	2656	920	894
6.0116	37.36	-121.97	271200	34	884	534	154	153
4.2273	37.35	-121.97	269900	35	1880	926	321	370
3.5199	37.36	-121.96	261400	33	2581	1598	628	623
6.3191	37.35	-121.97	258300	36	815	353	122	126
4.5750	37.36	-121.97	247600	36	765	306	136	134
4.5625	37.36	-121.98	242700	34	1735	1019	301	318
5.7059	37.36	-121.98	287200	33	1582	809	267	272
7.8543	37.36	-121.98	281900	35	1293	701	216	223
5.0866	37.36	-121.98	254600	35	1440	743	259	267
4.6761	37.36	-121.99	298300	32	1754	917	330	324
4.9091	37.36	-121.99	270300	33	2321	1230	451	480
3.2048	37.36	-121.99	261800	33	2677	1469	633	644
5.5000	37.36	-121.99	282200	33	2545	1287	458	467
3.5491	37.35	-121.98	261100	41	1150	729	260	249
4.3971	37.35	-121.99	238900	18	1712	972	467	509
4.5427	37.35	-121.99	198400	16	3249	1637	841	947
4.3750	37.35	-121.99	212200	25	1527	707	339	325
4.5625	37.35	-121.98	240000	36	1054	546	187	193
4.6328	37.35	-121.97	287100	30	1955	999	386	388
4.9562	37.34	-121.98	238700	33	3570	1922	761	776
3.9625	37.34	-121.99	262900	26	3637	2249	905	933
3.9250	37.35	-121.96	251300	37	1755	699	321	325
3.6682	37.34	-121.97	266100	33	3162	1553	686	722
3.9250	37.35	-121.97	287100	35	1249	556	247	232
5.2019	37.35	-121.96	279900	32	1484	673	272	274
3.2813	37.35	-121.95	244400	36	832	545	211	211
2.3713	37.35	-121.94	244000	18	1922	1096	545	561
3.4233	37.34	-121.94	229300	29	3377	1674	792	853
3.7321	37.34	-121.94	250000	41	2151	1092	469	473
3.6818	37.33	-121.94	257600	36	1893	797	360	359
4.7500	37.33	-121.94	251100	37	1822	845	348	329
5.0175	37.34	-121.94	246100	36	3142	1372	560	632
2.3547	37.33	-121.95	275900	31	1866	821	447	465
4.7604	37.33	-121.95	294700	36	1683	740	324	286
4.2136	37.33	-121.96	288300	26	3269	1427	696	788
4.0667	37.33	-121.96	276900	35	2294	1054	449	411
5.7910	37.34	-121.96	254100	36	844	373	160	153
5.3873	37.34	-121.96	288300	18	4438	1901	895	939
3.4375	37.34	-121.96	252600	34	1461	739	276	299
3.7813	37.34	-121.96	247800	37	663	293	132	127
6.1388	37.33	-121.98	302400	30	3742	1721	631	633
5.2730	37.34	-121.99	315600	27	3353	1571	621	653
5.1210	37.33	-121.98	287600	25	3223	1529	602	612
5.9567	37.33	-121.98	294300	35	1907	912	313	326
4.8365	37.33	-121.99	313900	35	1802	841	315	291
3.9417	37.33	-121.99	285800	33	2023	1016	405	425
4.7083	37.32	-121.99	217700	20	4461	2042	808	864
5.6060	37.31	-121.98	288900	32	2248	1191	419	460
5.8127	37.31	-121.98	288300	34	2034	1016	375	359
3.6990	37.32	-121.97	237500	19	4620	2672	1308	1404
4.6304	37.32	-121.95	263200	39	1164	619	231	199
3.1103	37.32	-121.95	281900	20	1145	431	173	198
3.6292	37.31	-121.95	264600	27	4140	2135	893	969
5.2534	37.31	-121.96	290900	31	3890	1898	717	711
3.1458	37.32	-121.95	270500	33	726	351	147	168
3.7632	37.31	-121.94	307000	30	4238	1914	972	1010
3.7188	37.30	-121.95	293000	21	4193	2487	1011	1068
3.2727	37.30	-121.94	262500	25	1455	734	331	370
4.3081	37.30	-121.96	227300	20	4228	2334	1007	1006
3.7500	37.29	-121.94	212500	22	2593	1249	623	637
4.0962	37.29	-121.94	214100	20	710	363	176	188
1.7171	37.27	-121.95	181300	17	1330	408	258	271
3.4505	37.29	-121.95	260000	30	3734	1834	824	813
4.6312	37.30	-121.98	283200	30	3404	1794	633	693
7.5443	37.29	-121.98	283000	33	2120	907	336	349
3.2287	37.29	-121.98	264900	31	2750	1459	660	664
5.4386	37.28	-121.96	280400	33	1940	877	314	327
6.6437	37.28	-121.97	296100	25	4707	1995	642	695
5.0385	37.28	-121.97	277300	27	2427	1301	438	403
3.3922	37.28	-121.98	269100	26	1182	620	306	309
5.7251	37.28	-121.98	272600	28	3688	1877	620	633
5.7812	37.28	-121.98	275000	27	3526	1725	553	589
5.4051	37.27	-121.99	273500	27	2937	1454	511	497
4.0403	37.30	-121.96	303400	23	4040	2181	843	843
4.8542	37.30	-121.97	275000	31	3340	1891	686	735
5.0000	37.29	-121.96	283000	24	1240	690	276	263
5.3294	37.29	-121.97	300300	25	4096	2027	741	743
3.3370	37.29	-121.97	265300	29	2721	1602	646	682
5.9658	37.27	-121.99	278000	17	1527	775	260	267
5.2528	37.27	-121.98	269400	25	3075	1633	543	564
5.3561	37.27	-121.98	298900	29	2658	1318	498	484
5.5151	37.27	-121.96	286800	31	3347	1566	597	589
4.6827	37.26	-121.97	255100	19	2174	998	426	454
5.5127	37.25	-121.95	268200	34	2906	1282	522	544
4.6900	37.25	-121.93	252600	36	1089	535	170	182
4.5333	37.25	-121.93	234200	21	1354	639	273	289
4.7917	37.25	-121.92	243200	34	2231	1035	365	360
6.0358	37.25	-121.93	260100	32	1555	779	284	287
4.6750	37.24	-121.94	245300	35	1484	664	238	244
4.7279	37.24	-121.91	272000	30	2327	1114	372	419
5.5944	37.24	-121.94	290500	19	1741	632	279	294
5.3911	37.24	-121.92	281200	27	1265	660	232	216
6.0712	37.23	-121.91	271800	22	2614	1240	462	453
3.3750	37.31	-122.03	275700	19	2885	1520	784	859
4.7402	37.32	-122.00	244500	34	3450	1915	689	731
4.6613	37.32	-122.01	284000	32	3108	1577	603	613
4.7235	37.31	-122.00	242200	33	4211	2389	861	918
5.1602	37.34	-122.03	231200	16	1755	674	410	410
5.0785	37.35	-122.01	289500	33	2517	1158	443	496
7.2779	37.35	-122.03	292900	16	1156	455	216	198
3.1600	37.34	-122.04	225000	23	2590	1795	680	725
3.6991	37.34	-122.04	271500	19	3694	2496	986	1036
5.6533	37.37	-122.05	291400	35	1365	662	262	256
4.1369	37.36	-122.05	316900	34	2400	1017	384	419
5.3679	37.35	-122.02	228400	18	1221	507	271	255
3.5154	37.35	-122.03	311400	19	3811	1930	1153	1227
3.9038	37.36	-122.02	243800	21	2471	1486	689	677
4.2061	37.36	-122.01	253600	16	1105	499	324	354
4.6957	37.37	-122.03	284800	41	2123	1032	435	425
5.0453	37.37	-122.04	311600	33	2757	1201	481	489
4.2028	37.38	-122.04	273600	38	2850	1518	514	550
3.8732	37.38	-122.03	252400	21	2667	1433	727	798
4.5050	37.38	-122.01	230400	32	726	538	203	204
3.7045	37.37	-122.00	178100	16	1434	804	361	372
4.4107	37.39	-122.03	232700	22	3280	1842	795	933
3.2574	37.38	-122.02	254400	32	1889	1321	508	487
3.5586	37.39	-122.01	222200	26	2500	2374	879	962
5.6447	37.39	-122.01	252600	36	1976	1348	371	361
5.7910	37.39	-122.00	239400	36	1236	880	247	229
4.0223	37.39	-122.03	250200	34	2600	1994	650	650
4.3500	37.40	-122.02	261000	35	2348	1475	498	531
4.0068	37.39	-122.01	249500	16	3015	1769	807	829
4.7431	37.39	-122.02	239700	35	2297	1428	497	497
4.2719	37.38	-122.06	270800	20	4293	2389	1210	1272
4.8625	37.38	-122.06	262500	20	2976	1227	634	766
4.7120	37.39	-122.07	289300	19	1465	646	345	342
5.9291	37.40	-122.08	284600	23	806	373	156	158
3.7359	37.40	-122.07	262500	16	3352	1440	729	813
4.1544	37.40	-122.08	277000	19	3565	1639	744	858
5.8060	37.40	-122.08	308700	25	1750	999	319	341
4.6875	37.41	-122.08	288900	20	1896	1069	436	456
5.1408	37.40	-122.09	264700	36	1575	1036	382	379
3.5750	37.41	-122.09	274000	18	1476	838	415	473
3.5179	37.40	-122.09	197200	22	1489	662	470	436
3.4375	37.40	-122.09	290600	17	748	412	180	184
3.8003	37.42	-122.09	229800	23	4874	2699	1163	1251
3.2875	37.40	-122.09	182700	26	3218	2087	964	1021
3.4868	37.40	-122.10	165600	27	3410	2314	1086	1156
4.3077	37.40	-122.10	293500	23	1755	1374	506	508
3.9091	37.40	-122.10	276000	19	1085	1009	305	288
4.1875	37.40	-122.11	266400	16	1994	1173	472	489
3.1736	37.40	-122.10	181300	23	514	367	206	210
3.7250	37.39	-122.09	261300	30	1722	1057	517	490
3.6742	37.40	-122.09	275000	24	3983	2645	1072	1126
4.5644	37.38	-122.07	280200	26	1272	562	284	306
3.5364	37.42	-122.13	314100	36	3982	2251	995	1045
5.8596	37.18	-122.01	318700	37	3852	1534	567	652
3.5060	37.24	-121.88	226400	24	4420	2981	975	996
5.8904	37.23	-121.86	271400	24	4337	1936	652	670
6.7064	37.27	-121.87	305600	16	3298	1542	423	451
7.5845	37.27	-121.87	279300	25	1730	721	243	226
5.6139	37.27	-121.86	279500	19	1852	866	272	268
5.0292	37.27	-121.87	269400	18	3561	1753	553	560
5.6876	37.27	-121.86	246500	17	4393	2292	692	709
4.5221	37.22	-121.77	191100	16	1617	667	264	306
6.7287	37.22	-121.77	299300	16	3992	2097	555	540
5.4218	37.23	-121.76	233900	16	4274	2240	704	715
6.7836	37.24	-121.84	274100	18	3574	1803	536	504
5.2166	37.28	-121.83	230900	17	3057	2030	602	606
5.9214	37.27	-121.81	224000	20	3244	1769	469	520
5.0772	37.27	-121.80	221500	17	3912	2693	746	737
6.3566	37.27	-121.82	279100	16	2030	1343	365	321
4.3438	37.27	-121.81	209700	22	2996	2169	607	695
4.8862	37.26	-121.80	195000	26	1394	990	315	238
2.8750	37.26	-121.80	184400	18	3631	2357	757	947
7.3339	37.27	-121.85	294200	17	1957	863	269	261
5.0186	37.27	-121.84	250800	17	2795	1904	506	482
5.5000	37.27	-121.84	253200	16	2429	1293	363	387
5.9359	37.26	-121.81	249500	16	1911	1158	332	327
3.9461	37.25	-121.82	194300	16	2650	1969	586	600
3.1932	37.25	-121.83	123400	17	2332	1636	623	637
5.6652	37.26	-121.87	234500	17	1051	446	173	172
5.5121	37.26	-121.86	224100	16	2814	1305	465	485
5.6223	37.26	-121.87	265700	24	2383	1146	341	343
6.4339	37.26	-121.85	289200	16	1982	1030	297	280
7.4323	37.26	-121.85	311800	16	2312	1158	295	303
6.8194	37.26	-121.85	291200	16	1816	793	234	241
4.8355	37.25	-121.84	141600	17	2363	1369	442	473
5.4939	37.25	-121.85	241200	20	3773	1965	607	624
5.9164	37.24	-121.83	237400	23	2543	1297	385	388
4.5000	37.24	-121.81	234400	21	3250	1978	568	610
6.0538	37.24	-121.82	241000	20	3671	1944	589	567
5.8305	37.25	-121.82	245600	24	3344	1768	541	531
5.1663	37.25	-121.82	241200	25	4021	2178	650	634
6.2957	37.25	-121.81	251800	25	4096	2128	618	623
7.5218	37.23	-121.82	291500	23	4487	2024	580	584
4.9688	37.23	-121.82	233100	25	2349	1266	383	394
5.3157	37.23	-121.81	253300	16	1674	850	254	281
6.3178	37.23	-121.81	248000	19	2635	1497	410	427
6.4328	37.23	-121.81	257200	24	2413	1237	381	369
6.4664	37.23	-121.81	278300	17	2319	1076	338	324
6.0062	37.24	-121.78	262700	17	2123	1067	339	341
5.0958	37.22	-121.78	217100	18	2127	1547	402	387
5.8980	37.23	-121.78	229100	18	1747	1055	285	317
6.0198	37.23	-121.79	289600	16	2240	1221	305	300
5.4193	37.23	-121.79	259500	17	2281	1226	394	359
5.9225	37.23	-121.80	265800	18	3179	1663	507	526
6.7385	37.23	-121.80	272400	18	2581	1284	377	358
5.9053	37.26	-121.80	260500	16	1868	995	284	285
2.4821	37.12	-121.63	248200	17	1830	1110	388	398
3.8788	37.13	-121.66	226900	20	4477	2656	871	924
5.6205	37.13	-121.67	300800	19	3269	1383	452	483
3.9306	37.09	-121.62	260700	37	1593	1030	287	303
5.7396	36.97	-121.59	308700	16	865	403	130	123
3.5551	37.03	-121.58	198600	16	3120	2383	681	685
3.2019	37.02	-121.58	203600	27	2303	1447	467	471
2.9417	37.02	-121.57	178000	17	2889	2681	608	624
2.5387	37.00	-121.56	160100	20	3976	3866	950	953
3.2614	36.99	-121.54	305000	27	2361	1782	397	449
3.6964	37.37	-121.55	262500	39	759	252	106	141
2.6250	37.00	-122.00	137500	16	32	36	5	4
6.4469	36.99	-122.01	271400	29	227	112	41	45
4.9808	36.99	-122.01	263100	28	1321	652	239	240
5.8123	36.99	-121.99	281500	29	3119	1476	487	507
4.3409	36.98	-121.99	256300	40	1104	669	215	224
3.6902	36.99	-122.01	233000	41	2548	1290	488	508
2.7875	36.99	-122.02	245000	30	2156	1023	458	487
2.1734	36.98	-122.02	187500	21	1484	984	380	394
3.6797	36.97	-122.05	263800	20	2428	1145	454	473
4.2542	36.97	-122.05	294100	16	3363	1603	556	611
2.1553	36.98	-122.03	255400	37	2817	1341	662	716
2.7125	36.98	-122.02	217500	35	1053	552	237	263
1.9063	36.98	-122.02	166700	21	607	226	136	155
1.9286	36.97	-122.02	195300	29	2568	1743	659	747
2.5368	36.97	-122.01	240000	35	1605	743	382	392
4.3000	36.98	-122.00	275000	20	2502	981	399	454
2.5890	36.98	-122.01	242400	27	2820	1511	745	730
3.1205	36.97	-122.00	240500	30	1029	753	249	242
3.2404	36.97	-122.03	225000	36	337	223	68	69
4.4659	36.97	-122.04	237500	40	1193	570	204	227
2.5067	36.96	-122.03	232600	18	2677	1391	656	785
1.6642	36.97	-122.02	281300	39	2124	1365	606	661
3.5938	36.96	-122.03	243500	40	584	316	139	126
2.4250	36.96	-122.03	216100	28	1607	926	385	421
4.1964	36.96	-122.04	202000	32	1438	802	293	306
3.5200	36.96	-122.03	284200	32	2182	1122	370	406
4.4567	36.95	-122.04	263800	36	1862	1080	364	364
4.2045	36.96	-122.05	226500	30	971	644	173	185
3.8269	36.87	-122.05	276000	18	2232	1091	458	440
3.9667	36.95	-122.04	265800	27	1987	961	343	374
2.8056	36.91	-121.75	173200	32	1461	1494	416	422
3.1062	36.92	-121.74	156000	29	1210	863	262	281
2.4461	36.92	-121.74	151700	17	2648	1193	540	589
3.1327	36.93	-121.75	218100	24	4026	2264	863	881
3.2216	36.92	-121.76	238300	36	2096	1454	394	409
1.9609	36.91	-121.76	155000	23	1276	1359	376	437
2.4375	36.93	-121.77	190400	20	2587	1534	540	547
3.0192	36.93	-121.77	184300	24	1943	1844	461	447
3.2813	36.93	-121.77	190000	33	1406	1075	301	317
2.6434	36.92	-121.76	169700	20	2687	2154	610	637
3.1815	36.93	-121.79	189100	19	2512	1856	537	509
4.3906	36.92	-121.78	241200	19	1515	975	266	253
2.4053	36.93	-121.78	178400	21	2794	2236	565	662
2.0192	36.94	-121.77	171300	18	1063	1033	313	341
3.7863	36.95	-121.79	192200	34	2152	1516	386	430
2.8214	36.94	-121.80	190100	29	2377	1669	499	476
2.5556	37.08	-122.25	177500	20	1201	601	234	282
5.1412	37.05	-122.11	315800	18	3337	1449	519	549
4.9792	37.13	-122.07	240000	26	1127	543	199	199
3.6474	37.11	-122.09	231600	32	2637	1031	410	489
4.1250	37.09	-122.12	239600	36	1397	661	243	289
4.3429	37.07	-122.09	214300	33	3581	1780	663	734
4.4250	37.08	-122.08	204800	35	1541	791	277	297
5.5785	37.15	-122.18	284100	17	1457	591	235	289
5.1664	37.16	-122.12	185100	32	1602	752	275	317
7.1831	37.19	-122.10	273300	18	808	420	145	136
7.1366	37.15	-122.08	273900	23	506	264	89	96
4.4597	37.14	-122.11	204100	29	3201	1722	570	640
